Order,Yr Sold,random_partition,temporal_partition
2657,2006,calibration,train
2658,2006,train,train
2659,2006,train,train
2660,2006,calibration,train
2661,2006,train,train
2662,2006,test,train
2663,2006,test,train
2664,2006,train,train
2665,2006,train,train
2666,2006,train,train
2667,2006,calibration,train
2668,2006,test,train
2669,2006,train,train
2670,2006,train,train
2671,2006,train,train
2672,2006,test,train
2673,2006,train,train
2674,2006,test,train
2675,2006,calibration,train
2676,2006,train,train
2677,2006,train,train
2678,2006,train,train
2679,2006,train,train
2680,2006,train,train
2681,2006,train,train
2682,2006,test,train
2683,2006,test,train
2684,2006,test,train
2685,2006,calibration,train
2686,2006,test,train
2687,2006,train,train
2688,2006,train,train
2689,2006,train,train
2690,2006,test,train
2691,2006,train,train
2692,2006,train,train
2693,2006,train,train
2694,2006,train,train
2695,2006,train,train
2696,2006,train,train
2697,2006,calibration,train
2698,2006,train,train
2699,2006,calibration,train
2700,2006,train,train
2701,2006,train,train
2702,2006,train,train
2703,2006,calibration,train
2704,2006,test,train
2705,2006,train,train
2706,2006,train,train
2707,2006,train,train
2708,2006,train,train
2709,2006,calibration,train
2710,2006,train,train
2711,2006,calibration,train
2712,2006,train,train
2713,2006,train,train
2714,2006,calibration,train
2715,2006,calibration,train
2716,2006,train,train
2717,2006,test,train
2718,2006,train,train
2719,2006,calibration,train
2720,2006,train,train
2721,2006,train,train
2722,2006,train,train
2723,2006,calibration,train
2724,2006,test,train
2725,2006,train,train
2726,2006,train,train
2727,2006,test,train
2728,2006,train,train
2729,2006,train,train
2730,2006,train,train
2731,2006,test,train
2732,2006,train,train
2733,2006,test,train
2734,2006,train,train
2735,2006,train,train
2736,2006,train,train
2737,2006,train,train
2738,2006,train,train
2739,2006,train,train
2740,2006,test,train
2741,2006,train,train
2742,2006,train,train
2743,2006,train,train
2744,2006,test,train
2745,2006,train,train
2746,2006,calibration,train
2747,2006,train,train
2748,2006,train,train
2749,2006,test,train
2750,2006,train,train
2751,2006,calibration,train
2752,2006,train,train
2753,2006,calibration,train
2754,2006,train,train
2755,2006,test,train
2756,2006,train,train
2757,2006,train,train
2758,2006,train,train
2759,2006,train,train
2760,2006,train,train
2761,2006,train,train
2762,2006,calibration,train
2763,2006,train,train
2764,2006,train,train
2765,2006,train,train
2766,2006,train,train
2767,2006,train,train
2768,2006,train,train
2769,2006,train,train
2770,2006,train,train
2771,2006,calibration,train
2772,2006,calibration,train
2773,2006,train,train
2774,2006,train,train
2775,2006,train,train
2776,2006,calibration,train
2777,2006,test,train
2778,2006,train,train
2779,2006,train,train
2780,2006,calibration,train
2781,2006,train,train
2782,2006,train,train
2783,2006,calibration,train
2784,2006,calibration,train
2785,2006,calibration,train
2786,2006,test,train
2787,2006,test,train
2788,2006,train,train
2789,2006,train,train
2790,2006,train,train
2791,2006,train,train
2792,2006,train,train
2793,2006,train,train
2794,2006,test,train
2795,2006,train,train
2796,2006,train,train
2797,2006,train,train
2798,2006,calibration,train
2799,2006,test,train
2800,2006,test,train
2801,2006,train,train
2802,2006,train,train
2803,2006,train,train
2804,2006,test,train
2805,2006,train,train
2806,2006,test,train
2807,2006,calibration,train
2808,2006,train,train
2809,2006,test,train
2810,2006,train,train
2811,2006,train,train
2812,2006,train,train
2813,2006,train,train
2814,2006,calibration,train
2815,2006,train,train
2816,2006,train,train
2817,2006,calibration,train
2818,2006,train,train
2819,2006,train,train
2820,2006,test,train
2821,2006,test,train
2822,2006,train,train
2823,2006,calibration,train
2824,2006,calibration,train
2825,2006,train,train
2826,2006,train,train
2827,2006,test,train
2828,2006,calibration,train
2829,2006,train,train
2830,2006,test,train
2831,2006,test,train
2832,2006,train,train
2833,2006,calibration,train
2834,2006,test,train
2835,2006,test,train
2836,2006,train,train
2837,2006,train,train
2838,2006,test,train
2839,2006,test,train
2840,2006,train,train
2841,2006,train,train
2842,2006,test,train
2843,2006,train,train
2844,2006,train,train
2845,2006,train,train
2846,2006,train,train
2847,2006,train,train
2848,2006,train,train
2849,2006,train,train
2850,2006,test,train
2851,2006,test,train
2852,2006,train,train
2853,2006,calibration,train
2854,2006,train,train
2855,2006,train,train
2856,2006,train,train
2857,2006,test,train
2858,2006,train,train
2859,2006,train,train
2860,2006,train,train
2861,2006,train,train
2862,2006,test,train
2863,2006,calibration,train
2864,2006,test,train
2865,2006,train,train
2866,2006,train,train
2867,2006,train,train
2868,2006,calibration,train
2869,2006,calibration,train
2870,2006,train,train
2871,2006,train,train
2872,2006,test,train
2873,2006,train,train
2874,2006,test,train
2875,2006,calibration,train
2876,2006,train,train
2877,2006,test,train
2878,2006,train,train
2879,2006,train,train
2880,2006,train,train
2881,2006,calibration,train
2882,2006,train,train
2883,2006,train,train
2884,2006,calibration,train
2885,2006,train,train
2886,2006,train,train
2887,2006,train,train
2888,2006,train,train
2889,2006,calibration,train
2890,2006,calibration,train
2891,2006,test,train
2892,2006,test,train
2893,2006,train,train
2894,2006,calibration,train
2895,2006,train,train
2896,2006,train,train
2897,2006,train,train
2898,2006,test,train
2899,2006,train,train
2900,2006,calibration,train
2901,2006,calibration,train
2902,2006,train,train
2903,2006,calibration,train
2904,2006,train,train
2905,2006,train,train
2906,2006,train,train
2907,2006,train,train
2908,2006,train,train
2909,2006,train,train
2910,2006,train,train
2911,2006,train,train
2912,2006,train,train
2913,2006,train,train
2914,2006,train,train
2915,2006,test,train
2916,2006,train,train
2917,2006,calibration,train
2918,2006,calibration,train
2919,2006,train,train
2920,2006,train,train
2921,2006,calibration,train
2922,2006,test,train
2923,2006,train,train
2924,2006,train,train
2925,2006,test,train
2926,2006,train,train
2927,2006,calibration,train
2928,2006,train,train
2929,2006,test,train
2930,2006,calibration,train
